Ename,Start,Peak,Goes_class,Derived_pos
gev_20110211_0356,2011/02/11 03:56:00,04:01:00,B3.1,N17W87()
gev_20110211_0758,2011/02/11 07:58:00,08:00:00,B9.0,N17W87()
gev_20110211_2131,2011/02/11 21:31:00,21:57:00,B8.2,N12E88()
gev_20110211_2305,2011/02/11 23:05:00,23:12:00,B9.6,S21E30()
gev_20110212_0059,2011/02/12 00:59:00,01:00:00,B8.6,N25E86()
gev_20110212_0239,2011/02/12 02:39:00,02:45:00,B5.2,N09E88()
gev_20110212_0413,2011/02/12 04:13:00,04:16:00,B3.8,N20W03(1157)
gev_20110212_0642,2011/02/12 06:42:00,06:45:00,B3.0,N18E24
gev_20110212_1047,2011/02/12 10:47:00,10:51:00,B2.3,N20W08(1157)
gev_20110212_1146,2011/02/12 11:46:00,11:51:00,B1.9,N12E88()
gev_20110212_1430,2011/02/12 14:30:00,15:00:00,C2.6,N18E20()
gev_20110212_1726,2011/02/12 17:26:00,17:33:00,B5.6,N11E88()
gev_20110212_1821,2011/02/12 18:21:00,18:26:00,B4.7,N19E19()
gev_20110212_1913,2011/02/12 19:13:00,19:16:00,B5.8,N18E18()
gev_20110212_2023,2011/02/12 20:23:00,20:33:00,B8.9,N10E82()
gev_20110209_0542,2011/02/09 05:42:00,05:47:00,B4.3,N21E34(1157)
gev_20110209_0723,2011/02/09 07:23:00,07:28:00,B3.2,N16W75()
gev_20110209_1015,2011/02/09 10:15:00,10:19:00,B5.4,N21E31(1157)
gev_20110209_1619,2011/02/09 16:19:00,16:27:00,B8.6,N17W82()
gev_20110209_1859,2011/02/09 18:59:00,19:05:00,B2.6,N17W85()
gev_20110209_1957,2011/02/09 19:57:00,20:04:00,B2.9,N20E24(1157)
gev_20110209_2207,2011/02/09 22:07:00,22:11:00,B3.3,N16W80()
gev_20110209_2254,2011/02/09 22:54:00,23:03:00,B7.9,N16W85()
gev_20110210_0000,2011/02/10 00:00:00,00:11:00,B6.3,N16W79()
gev_20110210_0329,2011/02/10 03:29:00,03:32:00,B5.4,N13W88(1153)
gev_20110210_0439,2011/02/10 04:39:00,04:43:00,B6.0,N21W87()
gev_20110210_0620,2011/02/10 06:20:00,06:40:00,C1.9,N16W87()
gev_20110210_0655,2011/02/10 06:55:00,06:58:00,C2.1,N18W87()
gev_20110210_0924,2011/02/10 09:24:00,09:28:00,B4.4,S19E17(1156)
gev_20110210_1228,2011/02/10 12:28:00,12:30:00,C4.7,N18W87()
gev_20110210_1333,2011/02/10 13:33:00,13:52:00,C2.6,N16W87()
gev_20110210_1438,2011/02/10 14:38:00,14:42:00,B6.7,N16W87()
gev_20110210_2049,2011/02/10 20:49:00,20:53:00,B5.3,S20E09(1156)
gev_20110211_0356,2011/02/11 03:56:00,04:01:00,B3.1,N17W87()
gev_20110211_0758,2011/02/11 07:58:00,08:00:00,B9.0,N17W87()
gev_20110211_2131,2011/02/11 21:31:00,21:57:00,B8.2,N12E88()
gev_20110211_2305,2011/02/11 23:05:00,23:12:00,B9.6,S21E30()
gev_20110212_0059,2011/02/12 00:59:00,01:00:00,B8.6,N25E86()
gev_20110212_0239,2011/02/12 02:39:00,02:45:00,B5.2,N09E88()
gev_20110212_0413,2011/02/12 04:13:00,04:16:00,B3.8,N20W03(1157)
gev_20110212_0642,2011/02/12 06:42:00,06:45:00,B3.0,N18E24(1159)
gev_20110212_1047,2011/02/12 10:47:00,10:51:00,B2.3,N20W08(1157)
gev_20110212_1146,2011/02/12 11:46:00,11:51:00,B1.9,N12E88()
gev_20110212_1430,2011/02/12 14:30:00,15:00:00,C2.6,N18E20(1159)
gev_20110212_1726,2011/02/12 17:26:00,17:33:00,B5.6,N11E88()
gev_20110212_1821,2011/02/12 18:21:00,18:26:00,B4.7,N19E19(1159)
gev_20110212_1913,2011/02/12 19:13:00,19:16:00,B5.8,N18E18(1159)
gev_20110212_2023,2011/02/12 20:23:00,20:33:00,B8.9,N10E82()
gev_20110213_0036,2011/02/13 00:36:00,00:42:00,B8.5,N18E14(1159)
gev_20110213_0327,2011/02/13 03:27:00,03:31:00,B5.6,S17E10(1158)
gev_20110213_0725,2011/02/13 07:25:00,07:29:00,C1.4,N11E83()
gev_20110213_1229,2011/02/13 12:29:00,12:30:00,C1.1,N11E79()
gev_20110213_1344,2011/02/13 13:44:00,13:45:00,C4.7,S20E07(1158)
gev_20110213_1728,2011/02/13 17:28:00,17:30:00,M6.6,S20E05(1158)
gev_20110213_2117,2011/02/13 21:17:00,21:20:00,C1.1,S19E00(1158)
gev_20110209_1859,2011/02/09 18:59:00,19:05:00,B2.6,N17W85()
gev_20110209_1957,2011/02/09 19:57:00,20:04:00,B2.9,N20E24(1157)
gev_20110209_2207,2011/02/09 22:07:00,22:11:00,B3.3,N16W80()
gev_20110209_2254,2011/02/09 22:54:00,23:03:00,B7.9,N16W85()
gev_20110210_0000,2011/02/10 00:00:00,00:11:00,B6.3,N16W79()
gev_20110210_0329,2011/02/10 03:29:00,03:32:00,B5.4,N13W88(1153)
gev_20110210_0439,2011/02/10 04:39:00,04:43:00,B6.0,N21W87()
gev_20110210_0620,2011/02/10 06:20:00,06:40:00,C1.9,N16W87()
gev_20110210_0655,2011/02/10 06:55:00,06:58:00,C2.1,N18W87()
gev_20110210_0924,2011/02/10 09:24:00,09:28:00,B4.4,S19E17(1156)
gev_20110210_1228,2011/02/10 12:28:00,12:34:00,C4.7,N16W87()
gev_20110210_1333,2011/02/10 13:33:00,13:45:00,C2.6,N16W87()
gev_20110210_1438,2011/02/10 14:38:00,14:42:00,B6.7,N16W87()
gev_20110210_2049,2011/02/10 20:49:00,20:53:00,B5.3,S20E09(1156)
gev_20110211_0356,2011/02/11 03:56:00,04:01:00,B3.1,N17W87()
gev_20110211_0758,2011/02/11 07:58:00,08:00:00,B9.0,N17W87()
gev_20110211_2131,2011/02/11 21:31:00,21:57:00,B8.2,N12E88()
gev_20110211_2305,2011/02/11 23:05:00,23:12:00,B9.6,S21E30()
gev_20110212_0059,2011/02/12 00:59:00,01:00:00,B8.6,N25E86()
gev_20110212_0239,2011/02/12 02:39:00,02:45:00,B5.2,N09E88()
gev_20110212_0413,2011/02/12 04:13:00,04:16:00,B3.8,N20W03(1157)
gev_20110212_0642,2011/02/12 06:42:00,06:45:00,B3.0,N18E24(1159)
gev_20110212_1047,2011/02/12 10:47:00,10:51:00,B2.3,N20W08(1157)
gev_20110212_1146,2011/02/12 11:46:00,11:51:00,B1.9,N12E88()
gev_20110212_1430,2011/02/12 14:30:00,15:00:00,C2.6,N18E20(1159)
gev_20110212_1726,2011/02/12 17:26:00,17:33:00,B5.6,N11E88()
gev_20110212_1821,2011/02/12 18:21:00,18:26:00,B4.7,N19E19(1159)
gev_20110212_1913,2011/02/12 19:13:00,19:16:00,B5.8,N18E18(1159)
gev_20110212_2023,2011/02/12 20:23:00,20:33:00,B8.9,N10E82()
gev_20110213_0036,2011/02/13 00:36:00,00:42:00,B8.5,N18E14(1159)
gev_20110213_0327,2011/02/13 03:27:00,03:31:00,B5.6,S17E10(1158)
gev_20110213_0725,2011/02/13 07:25:00,07:29:00,C1.4,N11E83()
gev_20110213_1229,2011/02/13 12:29:00,12:30:00,C1.1,N11E79()
gev_20110213_1344,2011/02/13 13:44:00,13:45:00,C4.7,S20E07(1158)
gev_20110213_1728,2011/02/13 17:28:00,17:30:00,M6.6,S20E05(1158)
gev_20110213_2117,2011/02/13 21:17:00,21:20:00,C1.1,S19E00(1158)
gev_20110214_0131,2011/02/14 01:31:00,01:37:00,B9.3,S20E00(1158)
gev_20110214_0235,2011/02/14 02:35:00,02:42:00,C1.6,S20E04()
gev_20110214_0429,2011/02/14 04:29:00,04:45:00,C8.3,S20W00(1158)
gev_20110214_0651,2011/02/14 06:51:00,06:58:00,C6.6,S20E01()
gev_20110212_1146,2011/02/12 11:46:00,12:22:00,B2.1,N11E88(1161)
gev_20110212_1147,2011/02/12 11:47:00,11:54:00,B1.0,N12E88(1161)
gev_20110212_1430,2011/02/12 14:30:00,15:00:00,C2.6,N18E20(1159)
gev_20110212_1617,2011/02/12 16:17:00,16:20:00,B1.2,N19W10(1157)
gev_20110212_1726,2011/02/12 17:26:00,17:33:00,B5.6,N11E88(1161)
gev_20110212_1821,2011/02/12 18:21:00,18:26:00,B4.7,N19E19(1159)
gev_20110212_1913,2011/02/12 19:13:00,19:17:00,B5.8,N18E18(1159)
gev_20110212_1955,2011/02/12 19:55:00,19:58:00,B1.7,N12E88()
gev_20110212_2023,2011/02/12 20:23:00,20:36:00,B8.9,N11E88(1161)
gev_20110213_0036,2011/02/13 00:36:00,00:42:00,B8.5,N18E14(1159)
gev_20110213_0327,2011/02/13 03:27:00,03:31:00,B5.6,S17E10(1158)
gev_20110213_0559,2011/02/13 05:59:00,06:10:00,B3.2,N18E11(1159)
gev_20110213_0725,2011/02/13 07:25:00,07:29:00,C1.4,N11E83(1161)
gev_20110213_1148,2011/02/13 11:48:00,11:53:00,B5.4,S20E06(1158)
gev_20110213_1229,2011/02/13 12:29:00,12:36:00,C1.1,S20E06(1158)
gev_20110213_1344,2011/02/13 13:44:00,13:56:00,C4.7,S20E07(1158)
gev_20110213_1728,2011/02/13 17:28:00,17:30:00,M6.6,S20E05(1158)
gev_20110213_2042,2011/02/13 20:42:00,20:45:00,B4.8,N17E06(1159)
gev_20110213_2117,2011/02/13 21:17:00,21:20:00,C1.1,S19E00(1158)
gev_20110213_2126,2011/02/13 21:26:00,21:29:00,B5.1,S20E07()
gev_20110214_0131,2011/02/14 01:31:00,01:37:00,B9.3,S20E00(1158)
gev_20110214_0235,2011/02/14 02:35:00,02:42:00,C1.6,S20E04()
gev_20110214_0324,2011/02/14 03:24:00,04:48:00,C7.1,S20W00(1158)
gev_20110214_0429,2011/02/14 04:29:00,04:49:00,C8.3,S20W00(1158)
gev_20110214_0651,2011/02/14 06:51:00,06:58:00,C6.6,S20E01()
gev_20110214_0839,2011/02/14 08:39:00,08:49:00,C1.8,S20W01(1158)
gev_20110214_1151,2011/02/14 11:51:00,12:00:00,C1.7,S20W00()
gev_20110214_1241,2011/02/14 12:41:00,12:45:00,C9.4,S20W01()
gev_20110214_1347,2011/02/14 13:47:00,14:27:00,C7.0,S20W06(1158)
gev_20110214_1648,2011/02/14 16:48:00,16:53:00,B7.9,S20W04(1158)
gev_20110214_1720,2011/02/14 17:20:00,17:26:00,M2.2,S20W04()
gev_20110214_1923,2011/02/14 19:23:00,19:30:00,C6.6,S20W04()
gev_20110214_2314,2011/02/14 23:14:00,23:19:00,C1.2,S19W13(1158)
gev_20110214_2340,2011/02/14 23:40:00,23:46:00,C2.7,S18W14(1158)
gev_20110215_0031,2011/02/15 00:31:00,00:38:00,C2.7,S21W06()
gev_20110215_0144,2011/02/15 01:44:00,01:45:00,X2.2,S20W10(1158)
gev_20110215_0427,2011/02/15 04:27:00,04:31:00,C4.8,S20W08()
gev_20110215_1002,2011/02/15 10:02:00,10:07:00,C1.0,S21W15(1158)
gev_20110215_1432,2011/02/15 14:32:00,14:44:00,C4.8,S20W16(1158)
gev_20110215_1930,2011/02/15 19:30:00,20:33:00,C6.7,S20W21()
gev_20110213_1728,2011/02/13 17:28:00,17:38:00,M6.6,S20E05(1158)
gev_20110213_2042,2011/02/13 20:42:00,20:45:00,B4.8,N17E06(1159)
gev_20110213_2117,2011/02/13 21:17:00,21:20:00,C1.1,S19E00(1158)
gev_20110213_2126,2011/02/13 21:26:00,21:29:00,B5.1,S20E07()
gev_20110214_0131,2011/02/14 01:31:00,01:37:00,B9.3,S20E00(1158)
gev_20110214_0235,2011/02/14 02:35:00,02:42:00,C1.6,S20E04()
gev_20110214_0324,2011/02/14 03:24:00,04:48:00,C7.1,S20W00(1158)
gev_20110214_0429,2011/02/14 04:29:00,04:49:00,C8.3,S20W00(1158)
gev_20110214_0651,2011/02/14 06:51:00,06:58:00,C6.6,S20E01()
gev_20110214_0839,2011/02/14 08:39:00,08:49:00,C1.8,S20W01(1158)
gev_20110214_1151,2011/02/14 11:51:00,12:00:00,C1.7,S20W00()
gev_20110214_1241,2011/02/14 12:41:00,12:45:00,C9.4,S20W01()
gev_20110214_1347,2011/02/14 13:47:00,14:27:00,C7.0,S20W06(1158)
gev_20110214_1648,2011/02/14 16:48:00,16:53:00,B7.9,S20W04()
gev_20110214_1720,2011/02/14 17:20:00,17:26:00,M2.2,S20W04()
gev_20110214_1923,2011/02/14 19:23:00,19:30:00,C6.6,S20W04()
gev_20110214_2314,2011/02/14 23:14:00,23:19:00,C1.2,S19W13()
gev_20110214_2340,2011/02/14 23:40:00,23:46:00,C2.7,S18W14()
gev_20110215_0031,2011/02/15 00:31:00,00:38:00,C2.7,S21W06()
gev_20110215_0144,2011/02/15 01:44:00,01:45:00,X2.2,S20W10()
gev_20110215_0427,2011/02/15 04:27:00,04:32:00,C4.8,S20W08()
gev_20110215_1002,2011/02/15 10:02:00,10:07:00,C1.0,S21W15()
gev_20110215_1432,2011/02/15 14:32:00,14:44:00,C4.8,S20W16()
gev_20110215_1807,2011/02/15 18:07:00,18:44:00,C1.7,S20W20(1158)
gev_20110215_1930,2011/02/15 19:30:00,20:33:00,C6.6,S20W21(1158)
gev_20110215_2249,2011/02/15 22:49:00,22:54:00,C1.3,S21W20()
gev_20110216_0058,2011/02/16 00:58:00,01:00:00,C2.0,S22W23(1158)
gev_20110216_0132,2011/02/16 01:32:00,01:39:00,M1.0,S20W24(1158)
gev_20110216_0156,2011/02/16 01:56:00,02:00:00,C2.2,S83E04
gev_20110216_0540,2011/02/16 05:40:00,05:45:00,C5.9,S20W26(1158)
gev_20110216_0618,2011/02/16 06:18:00,06:22:00,C2.2,S19W27(1158)
gev_20110216_0735,2011/02/16 07:35:00,07:44:00,M1.1,S19W29(1158)
gev_20110216_0902,2011/02/16 09:02:00,09:11:00,C9.9,S20W28(1158)
gev_20110216_1025,2011/02/16 10:25:00,10:32:00,C3.2,S20W30(1158)
gev_20110216_1158,2011/02/16 11:58:00,12:02:00,C1.0,S20W30(1158)
gev_20110216_1419,2011/02/16 14:19:00,14:25:00,M1.6,S21W30(1158)
gev_20110216_1527,2011/02/16 15:27:00,15:31:00,C7.7,S20W32(1158)
gev_20110216_1929,2011/02/16 19:29:00,19:31:00,C1.3,S21W33()
gev_20110216_2011,2011/02/16 20:11:00,20:15:00,C1.1,S20W36()
gev_20110216_2106,2011/02/16 21:06:00,21:11:00,C4.2,S20W35()
gev_20110214_1347,2011/02/14 13:47:00,14:27:00,C7.0,S20W06(1158)
gev_20110214_1648,2011/02/14 16:48:00,16:53:00,B7.9,S20W04(1158)
gev_20110214_1720,2011/02/14 17:20:00,17:26:00,M2.2,S20W04(1158)
gev_20110214_1923,2011/02/14 19:23:00,19:30:00,C6.6,S20W04()
gev_20110214_2314,2011/02/14 23:14:00,23:19:00,C1.2,S19W13(1158)
gev_20110214_2340,2011/02/14 23:40:00,23:46:00,C2.7,S18W14(1158)
gev_20110215_0031,2011/02/15 00:31:00,00:38:00,C2.7,S21W06()
gev_20110215_0144,2011/02/15 01:44:00,01:45:00,X2.2,S20W10(1158)
gev_20110215_0427,2011/02/15 04:27:00,04:32:00,C4.8,S20W08()
gev_20110215_1002,2011/02/15 10:02:00,10:07:00,C1.0,S21W15(1158)
gev_20110215_1432,2011/02/15 14:32:00,14:44:00,C4.8,S20W16(1158)
gev_20110215_1807,2011/02/15 18:07:00,18:44:00,C1.7,S20W20(1158)
gev_20110215_1930,2011/02/15 19:30:00,20:33:00,C6.6,S20W21(1158)
gev_20110215_2249,2011/02/15 22:49:00,22:54:00,C1.3,S21W20(1158)
gev_20110216_0058,2011/02/16 00:58:00,01:00:00,C2.0,S22W23(1158)
gev_20110216_0132,2011/02/16 01:32:00,01:39:00,M1.0,S20W24(1158)
gev_20110216_0156,2011/02/16 01:56:00,02:00:00,C2.2,S83E04
gev_20110216_0540,2011/02/16 05:40:00,05:45:00,C5.9,S20W26(1158)
gev_20110216_0618,2011/02/16 06:18:00,06:22:00,C2.2,S19W27(1158)
gev_20110216_0735,2011/02/16 07:35:00,07:44:00,M1.1,S19W29(1158)
gev_20110216_0902,2011/02/16 09:02:00,09:11:00,C9.9,S20W28(1158)
gev_20110216_1025,2011/02/16 10:25:00,10:32:00,C3.2,S20W30(1158)
gev_20110216_1158,2011/02/16 11:58:00,12:02:00,C1.0,S20W30(1158)
gev_20110216_1419,2011/02/16 14:19:00,14:25:00,M1.6,S21W30(1158)
gev_20110216_1527,2011/02/16 15:27:00,15:32:00,C7.7,S20W32(1158)
gev_20110216_1929,2011/02/16 19:29:00,19:36:00,C1.3,S20W35(1158)
gev_20110216_2011,2011/02/16 20:11:00,20:15:00,C1.1,S20W36(1158)
gev_20110216_2106,2011/02/16 21:06:00,21:11:00,C4.2,S20W35(1158)
gev_20110216_2302,2011/02/16 23:02:00,23:11:00,C1.5,S20W35()
gev_20110217_0141,2011/02/17 01:41:00,01:46:00,C6.1,S20W37()
gev_20110217_0246,2011/02/17 02:46:00,02:52:00,C2.3,N13E26()
gev_20110217_0409,2011/02/17 04:09:00,04:15:00,C1.5,S21W37()
gev_20110217_0533,2011/02/17 05:33:00,05:36:00,C1.0,S20W41(1158)
gev_20110217_0644,2011/02/17 06:44:00,06:45:00,C1.2,S22W39(1158)
gev_20110217_0809,2011/02/17 08:09:00,08:13:00,C1.2,S19W43(1158)
gev_20110217_0924,2011/02/17 09:24:00,09:30:00,C1.9,S20W40(1158)
gev_20110217_1038,2011/02/17 10:38:00,10:44:00,C2.2,S20W43(1158)
gev_20110217_1233,2011/02/17 12:33:00,12:36:00,C2.4,S19W46(1158)
gev_20110217_1549,2011/02/17 15:49:00,15:54:00,C1.3,S20W50(1158)
gev_20110216_0618,2011/02/16 06:18:00,06:22:00,C2.2,S19W27()
gev_20110216_0735,2011/02/16 07:35:00,07:44:00,M1.1,S19W29(1158)
gev_20110216_0902,2011/02/16 09:02:00,09:11:00,C9.9,S20W28()
gev_20110216_1025,2011/02/16 10:25:00,10:32:00,C3.2,S20W30()
gev_20110216_1158,2011/02/16 11:58:00,12:02:00,C1.0,S20W30()
gev_20110216_1419,2011/02/16 14:19:00,14:25:00,M1.6,S21W30()
gev_20110216_1527,2011/02/16 15:27:00,15:32:00,C7.7,S20W32(1158)
gev_20110216_1929,2011/02/16 19:29:00,19:36:00,C1.3,S20W35()
gev_20110216_2011,2011/02/16 20:11:00,20:15:00,C1.1,S20W36()
gev_20110216_2106,2011/02/16 21:06:00,21:11:00,C4.2,S20W35()
gev_20110216_2302,2011/02/16 23:02:00,00:25:00,C2.8,S18W41(1158)
gev_20110217_0141,2011/02/17 01:41:00,01:46:00,C6.1,S20W37()
gev_20110217_0246,2011/02/17 02:46:00,02:52:00,C2.3,N13E26(1161)
gev_20110217_0409,2011/02/17 04:09:00,04:15:00,C1.5,S21W37()
gev_20110217_0533,2011/02/17 05:33:00,05:36:00,C1.0,S20W41(1158)
gev_20110217_0644,2011/02/17 06:44:00,06:47:00,C1.2,S19W42(1158)
gev_20110217_0809,2011/02/17 08:09:00,08:13:00,C1.2,S19W43(1158)
gev_20110217_0924,2011/02/17 09:24:00,09:30:00,C1.9,S20W40()
gev_20110217_1025,2011/02/17 10:25:00,10:28:00,C2.6,S21W41()
gev_20110217_1038,2011/02/17 10:38:00,10:44:00,C2.2,S20W43(1158)
gev_20110217_1233,2011/02/17 12:33:00,12:36:00,C2.4,S19W46(1158)
gev_20110217_1549,2011/02/17 15:49:00,15:54:00,C1.3,S20W50(1158)
gev_20110217_2130,2011/02/17 21:30:00,21:35:00,C1.1,S18W45(1158)
gev_20110218_0102,2011/02/18 01:02:00,01:08:00,C1.7,S16W54(1158)
gev_20110218_0320,2011/02/18 03:20:00,03:29:00,C2.0,S**E**()
gev_20110218_0713,2011/02/18 07:13:00,07:15:00,C7.6,N16E06(1161)
gev_20110218_0903,2011/02/18 09:03:00,09:11:00,C4.2,S**E**()
gev_20110218_0955,2011/02/18 09:55:00,10:00:00,M6.6,N22E10()
gev_20110218_1023,2011/02/18 10:23:00,10:26:00,M1.0,S**E**()
gev_20110218_1216,2011/02/18 12:16:00,12:20:00,C3.0,S**E**()
gev_20110218_1259,2011/02/18 12:59:00,13:00:00,M1.4,S**E**()
gev_20110218_1400,2011/02/18 14:00:00,14:08:00,M1.0,S**E**()
gev_20110218_1457,2011/02/18 14:57:00,15:00:00,C5.0,S**E**()
gev_20110218_1548,2011/02/18 15:48:00,15:55:00,C5.5,S**E**()
gev_20110218_1642,2011/02/18 16:42:00,16:45:00,C2.1,S**E**()
gev_20110218_1748,2011/02/18 17:48:00,17:53:00,C3.8,N08E06(1161)
gev_20110218_1902,2011/02/18 19:02:00,19:06:00,C7.0,S**E**()
gev_20110217_0141,2011/02/17 01:41:00,01:46:00,C6.1,S20W37()
gev_20110217_0246,2011/02/17 02:46:00,02:52:00,C2.3,N13E26()
gev_20110217_0409,2011/02/17 04:09:00,04:15:00,C1.5,S21W37()
gev_20110217_0533,2011/02/17 05:33:00,05:36:00,C1.0,S20W41(1158)
gev_20110217_0644,2011/02/17 06:44:00,06:47:00,C1.2,S19W42(1158)
gev_20110217_0809,2011/02/17 08:09:00,08:13:00,C1.2,S19W43(1158)
gev_20110217_0924,2011/02/17 09:24:00,09:30:00,C1.9,S20W40()
gev_20110217_1025,2011/02/17 10:25:00,10:28:00,C2.6,S21W41()
gev_20110217_1038,2011/02/17 10:38:00,10:44:00,C2.2,S20W43(1158)
gev_20110217_1233,2011/02/17 12:33:00,12:36:00,C2.4,S19W46(1158)
gev_20110217_1549,2011/02/17 15:49:00,15:54:00,C1.3,S20W50(1158)
gev_20110217_2130,2011/02/17 21:30:00,21:35:00,C1.1,S18W45(1158)
gev_20110218_0102,2011/02/18 01:02:00,01:08:00,C1.7,S16W54(1158)
gev_20110218_0320,2011/02/18 03:20:00,03:34:00,C2.0,N19E05(1161)
gev_20110218_0444,2011/02/18 04:44:00,04:45:00,C4.0,S21W52(1158)
gev_20110218_0627,2011/02/18 06:27:00,06:33:00,C8.5,S20W52(1158)
gev_20110218_0713,2011/02/18 07:13:00,07:15:00,C7.6,S20W53(1158)
gev_20110218_0903,2011/02/18 09:03:00,09:11:00,C4.2,N19E02()
gev_20110218_0955,2011/02/18 09:55:00,10:11:00,M6.6,S21W55(1158)
gev_20110218_1023,2011/02/18 10:23:00,10:26:00,M1.0,N18E02(1161)
gev_20110218_1216,2011/02/18 12:16:00,12:20:00,C3.0,S**E**()
gev_20110218_1259,2011/02/18 12:59:00,13:00:00,M1.4,S**E**()
gev_20110218_1400,2011/02/18 14:00:00,14:08:00,M1.0,S**E**()
gev_20110218_1457,2011/02/18 14:57:00,15:00:00,C5.0,S**E**()
gev_20110218_1548,2011/02/18 15:48:00,15:55:00,C5.5,S**E**()
gev_20110218_1642,2011/02/18 16:42:00,16:45:00,C2.1,S**E**()
gev_20110218_1748,2011/02/18 17:48:00,17:53:00,C3.8,N08E06()
gev_20110218_1902,2011/02/18 19:02:00,19:06:00,C7.0,S**E**()
gev_20110219_0133,2011/02/19 01:33:00,01:37:00,C1.3,N07E15()
gev_20110219_0221,2011/02/19 02:21:00,02:25:00,C1.8,N17E05()
gev_20110219_0256,2011/02/19 02:56:00,03:00:00,C3.4,N16E10()
gev_20110219_0740,2011/02/19 07:40:00,07:44:00,C1.9,N17E09()
gev_20110219_0800,2011/02/19 08:00:00,08:01:00,C8.5,N18E08()
gev_20110219_1220,2011/02/19 12:20:00,12:24:00,C1.1,N17E11()
gev_20110219_1450,2011/02/19 14:50:00,14:53:00,C1.0,N18E15()
gev_20110219_1524,2011/02/19 15:24:00,15:29:00,C1.5,N08E23()
gev_20110219_1639,2011/02/19 16:39:00,16:43:00,C6.1,N16E15()
gev_20110217_1038,2011/02/17 10:38:00,10:44:00,C2.2,S20W43(1158)
gev_20110217_1233,2011/02/17 12:33:00,12:36:00,C2.4,S19W46(1158)
gev_20110217_1549,2011/02/17 15:49:00,15:54:00,C1.3,S20W50(1158)
gev_20110217_2130,2011/02/17 21:30:00,21:35:00,C1.1,S18W45(1158)
gev_20110218_0102,2011/02/18 01:02:00,01:08:00,C1.7,S16W54(1158)
gev_20110218_0320,2011/02/18 03:20:00,03:29:00,C2.0,N19E05(1162)
gev_20110218_0444,2011/02/18 04:44:00,04:51:00,C4.0,N19E04(1162)
gev_20110218_0627,2011/02/18 06:27:00,06:33:00,C8.5,S20W52(1158)
gev_20110218_0713,2011/02/18 07:13:00,07:24:00,C7.6,N18E04(1162)
gev_20110218_0903,2011/02/18 09:03:00,09:11:00,C4.2,N19E02(1162)
gev_20110218_0955,2011/02/18 09:55:00,10:00:00,M6.6,S21W55(1158)
gev_20110218_1023,2011/02/18 10:23:00,10:26:00,M1.0,N18E02(1162)
gev_20110218_1216,2011/02/18 12:16:00,12:20:00,C3.0,S20W57(1158)
gev_20110218_1259,2011/02/18 12:59:00,13:03:00,M1.4,S21W55(1158)
gev_20110218_1400,2011/02/18 14:00:00,14:08:00,M1.0,N19W00(1162)
gev_20110218_1427,2011/02/18 14:27:00,14:32:00,C4.0,S83E07
gev_20110218_1457,2011/02/18 14:57:00,15:05:00,C5.0,S20W59(1158)
gev_20110218_1548,2011/02/18 15:48:00,15:55:00,C5.5,S20W58(1158)
gev_20110218_1636,2011/02/18 16:36:00,16:39:00,C2.3,N20W04(1162)
gev_20110218_1642,2011/02/18 16:42:00,16:45:00,C2.1,N19W02(1162)
gev_20110218_1748,2011/02/18 17:48:00,17:53:00,C3.8,S20W59(1158)
gev_20110218_1813,2011/02/18 18:13:00,18:21:00,C3.2,S17W62(1158)
gev_20110218_1902,2011/02/18 19:02:00,19:18:00,C7.1,N18W03(1162)
gev_20110218_2056,2011/02/18 20:56:00,21:00:00,M1.3,N18W03(1162)
gev_20110219_0133,2011/02/19 01:33:00,01:37:00,C1.3,S20W65(1158)
gev_20110219_0221,2011/02/19 02:21:00,02:25:00,C1.8,S16W70(1158)
gev_20110219_0256,2011/02/19 02:56:00,03:03:00,C3.4,N18W07(1162)
gev_20110219_0740,2011/02/19 07:40:00,07:44:00,C1.9,N17E09()
gev_20110219_0800,2011/02/19 08:00:00,08:01:00,C8.5,N18E08()
gev_20110219_1220,2011/02/19 12:20:00,12:24:00,C1.1,N17E11()
gev_20110219_1450,2011/02/19 14:50:00,14:53:00,C1.0,N18E15()
gev_20110219_1524,2011/02/19 15:24:00,15:29:00,C1.5,N08E23()
gev_20110219_1626,2011/02/19 16:26:00,16:30:00,C1.9,N17E14()
gev_20110219_1639,2011/02/19 16:39:00,16:43:00,C6.1,N16E15()
gev_20110220_0046,2011/02/20 00:46:00,01:23:00,C1.2,N11E31()
gev_20110220_0245,2011/02/20 02:45:00,03:19:00,C1.4,S**E**()
gev_20110218_1427,2011/02/18 14:27:00,14:32:00,C4.0,S83E07
gev_20110218_1457,2011/02/18 14:57:00,15:05:00,C5.0,S20W59(1158)
gev_20110218_1548,2011/02/18 15:48:00,15:55:00,C5.5,S20W58(1158)
gev_20110218_1636,2011/02/18 16:36:00,16:39:00,C2.3,N20W04(1162)
gev_20110218_1642,2011/02/18 16:42:00,16:45:00,C2.1,N19W02(1162)
gev_20110218_1748,2011/02/18 17:48:00,17:53:00,C3.8,S20W59(1158)
gev_20110218_1813,2011/02/18 18:13:00,18:21:00,C3.2,S17W62(1158)
gev_20110218_1902,2011/02/18 19:02:00,19:06:00,C7.0,N19W03(1162)
gev_20110218_2056,2011/02/18 20:56:00,21:04:00,M1.3,N18W03(1162)
gev_20110219_0133,2011/02/19 01:33:00,01:37:00,C1.3,S20W65(1158)
gev_20110219_0221,2011/02/19 02:21:00,02:25:00,C1.8,S16W70(1158)
